timestamp,state,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,altitude,gps_lat,gps_lon,gps_alt,battery_voltage,event_flags,error_code
12170,ASCENT,-1.1861,0.0317,1.0595,0.00675,-0.00154,-0.00564,72392.0,2745.0,39.920074,32.854162,2744.9,8.399,2,OK
12180,ASCENT,-1.2445,-0.0001,0.9533,2e-05,-0.00544,-0.00137,72403.3,2746.9,39.920114,32.854084,2746.8,8.399,2,OK
12190,ASCENT,-1.0219,0.0181,0.8622,-0.0079,0.02381,0.00595,72371.9,2747.4,39.920036,32.854061,2747.4,8.399,2,OK
12200,ASCENT,-1.147,0.047,1.0154,0.00195,-0.00369,-0.00881,72477.5,2746.9,39.92013,32.854136,2746.8,8.399,2,OK
12210,ASCENT,-1.0911,0.0068,0.9268,0.00867,0.01186,-0.00679,72440.5,2747.4,39.920083,32.854163,2747.4,8.399,2,OK
12220,ASCENT,-1.1431,0.0563,1.0544,0.00185,-0.00456,-9e-05,72446.3,2748.1,39.920127,32.854097,2748.0,8.399,2,OK
12230,ASCENT,-1.138,0.0775,0.984,-0.00231,-0.01317,0.00316,72339.1,2748.5,39.920081,32.854079,2748.4,8.399,2,OK
12240,ASCENT,-1.152,0.1177,1.0302,0.00719,-0.00063,0.00274,72372.4,2749.5,39.920084,32.854083,2749.5,8.399,2,OK
12250,ASCENT,-1.0689,0.0085,1.054,-0.01325,0.00928,-0.00426,72347.4,2751.2,39.920124,32.854094,2751.4,8.399,2,OK
12260,ASCENT,-1.0849,0.0202,0.9666,-0.02586,0.01074,-0.00489,72369.1,2751.3,39.920132,32.854128,2751.1,8.399,2,OK
12270,ASCENT,-1.1598,0.0295,0.9864,-0.00913,-0.00433,-0.018,72272.9,2751.0,39.920061,32.854104,2751.1,8.399,2,OK
12280,ASCENT,-1.167,-0.0159,0.9968,-0.01522,0.00701,-0.00567,72385.2,2752.0,39.920109,32.854128,2751.8,8.399,2,OK
12290,ASCENT,-1.0863,0.0924,1.015,-0.00252,-0.00958,-0.00476,72305.8,2752.2,39.920075,32.854114,2752.4,8.399,2,OK
12300,ASCENT,-1.157,0.0173,0.9948,-0.002,0.00651,0.0014,72291.3,2752.6,39.920108,32.854115,2752.6,8.399,2,OK
12310,ASCENT,-1.0778,-0.0994,0.9895,0.0019,0.01138,0.01653,72336.9,2754.1,39.920063,32.854029,2754.2,8.399,2,OK
12320,ASCENT,-1.1805,-0.0279,1.0537,0.00218,-0.00229,0.02658,72346.9,2753.5,39.920072,32.854094,2753.5,8.399,2,OK
12330,ASCENT,-1.1523,-0.014,1.0316,0.00281,0.00435,-0.0007,72373.0,2754.7,39.920128,32.85415,2754.7,8.399,2,OK
12340,ASCENT,-1.1595,0.0598,0.9855,-0.01046,-0.00204,-0.00685,72347.0,2756.2,39.920079,32.854063,2756.1,8.399,2,OK
12350,ASCENT,-1.1465,-0.0483,0.9528,-0.01409,0.01688,0.01321,72322.8,2755.8,39.920111,32.854105,2755.7,8.399,2,OK
12360,ASCENT,-1.1798,0.0928,0.9521,0.00278,0.00439,0.00601,72456.3,2755.2,39.920131,32.854093,2755.1,8.399,2,OK
12370,ASCENT,-1.1123,0.0229,1.0201,0.00726,0.00343,0.00291,72213.3,2757.7,39.920078,32.854101,2757.6,8.399,2,OK
12380,ASCENT,-1.0721,-0.0915,1.0029,0.0004,0.00556,0.00474,72228.3,2757.6,39.920088,32.854078,2757.6,8.399,2,OK
12390,ASCENT,-1.1158,-0.0192,1.0337,0.00112,0.00603,-0.00676,72252.4,2757.1,39.92012,32.854103,2757.1,8.399,2,OK
12400,ASCENT,-1.2332,-0.0104,0.9664,0.01255,0.00881,-0.00967,72270.3,2759.3,39.920084,32.85409,2759.2,8.399,2,OK
12410,ASCENT,-1.0961,0.0309,1.0274,-0.02046,-0.00867,0.00569,72291.0,2758.7,39.920063,32.854101,2758.9,8.399,2,OK
12420,ASCENT,-1.2269,0.0911,1.0238,-0.01364,0.00435,0.01596,72319.3,2759.8,39.920077,32.854113,2759.6,8.399,2,OK
12430,ASCENT,-1.1341,-0.065,1.0165,-0.00086,0.00061,0.00732,72329.9,2760.3,39.920073,32.854168,2760.4,8.399,2,OK
12440,ASCENT,-1.1478,0.0299,0.933,0.00437,-0.02117,-0.00177,72185.9,2761.8,39.920057,32.854108,2761.9,8.399,2,OK
12450,ASCENT,-1.228,0.0049,1.0068,0.00196,-0.0049,0.01815,72312.2,2761.9,39.920125,32.854095,2761.9,8.399,2,OK
12460,ASCENT,-1.0982,0.0863,1.0107,-0.00229,-0.00451,0.02172,72231.2,2761.9,39.920082,32.854101,2761.9,8.399,2,OK
12470,ASCENT,-1.1529,0.0514,1.003,-0.00361,-0.00502,-0.0092,72206.2,2761.9,39.920124,32.854085,2761.9,8.399,2,OK
12480,ASCENT,-1.0689,0.0139,1.0034,0.00244,0.00057,0.00793,72323.4,2763.3,39.920101,32.85404,2763.4,8.399,2,OK
12490,ASCENT,-1.129,-0.1057,1.0824,-0.00586,0.00966,-0.01603,72265.0,2763.3,39.920097,32.854119,2763.3,8.399,2,OK
12500,ASCENT,-1.1641,0.0701,0.9481,-0.01104,-0.00348,0.0034,72250.9,2764.3,39.920099,32.854096,2764.5,8.399,2,OK
12510,ASCENT,-1.0476,0.0252,1.0015,-0.00515,0.0002,-0.01063,72270.1,2765.3,39.920132,32.854087,2765.2,8.399,2,OK
12520,ASCENT,-1.0413,0.0226,0.9748,0.00658,-0.00106,0.00404,72233.1,2765.8,39.920115,32.85407,2765.7,8.399,2,OK
12530,ASCENT,-1.1295,0.012,1.0594,0.01412,-0.01315,-0.01163,72214.7,2765.9,39.920094,32.854081,2765.9,8.399,2,OK
12540,ASCENT,-1.1945,0.0011,0.971,0.00574,0.001,0.00857,72283.2,2766.5,39.92006,32.854133,2766.5,8.399,2,OK
12550,ASCENT,-1.0299,-0.1037,1.0353,0.00442,0.01516,0.01308,72314.4,2767.3,39.920125,32.854088,2767.2,8.399,2,OK
12560,ASCENT,-1.1666,-0.012,0.9903,-0.01317,0.01162,-0.00404,72210.7,2768.8,39.920134,32.854122,2768.9,8.399,2,OK
12570,ASCENT,-1.1147,0.1243,1.0398,-5e-05,0.00506,0.00042,72180.5,2767.2,39.920127,32.854073,2767.3,8.399,2,OK
12580,ASCENT,-1.1355,0.0341,1.0508,0.00203,-0.01645,-0.00378,72218.3,2767.9,39.920124,32.854133,2767.9,8.399,2,OK
12590,ASCENT,-1.2043,-0.0707,1.0808,0.01093,0.00662,-0.00182,72189.8,2768.9,39.92013,32.854114,2768.7,8.399,2,OK
12600,ASCENT,-1.2206,-0.0346,1.0409,0.00559,0.00232,0.02192,72143.2,2770.3,39.920114,32.85409,2770.4,8.399,2,OK
12610,ASCENT,-1.1054,0.0031,0.9488,-0.00222,0.00436,-4e-05,72156.8,2769.8,39.920087,32.854107,2769.8,8.399,2,OK
12620,ASCENT,-1.1464,0.0482,1.0712,0.01133,0.01497,0.01369,72107.8,2771.8,39.920117,32.854143,2771.9,8.399,2,OK
12630,ASCENT,-1.0905,0.0924,0.9615,-0.01811,0.00145,0.02264,72165.5,2771.6,39.920115,32.854096,2771.6,8.399,2,OK
12640,ASCENT,-1.1652,0.0371,1.0649,0.00335,0.00356,0.0075,72123.7,2771.8,39.920097,32.854055,2771.8,8.399,2,OK
12650,ASCENT,-1.1579,-0.0314,1.1028,-0.01002,-0.01279,0.00215,72183.9,2772.8,39.920154,32.854073,2772.7,8.399,2,OK
12660,ASCENT,-1.0749,-0.0295,1.0402,0.0019,-0.00585,0.00107,72090.9,2774.0,39.920078,32.854078,2774.0,8.399,2,OK
12670,ASCENT,-1.0734,0.0031,1.0312,-0.01682,0.01072,-0.00826,72157.7,2773.5,39.920098,32.854117,2773.5,8.399,2,OK
12680,ASCENT,-1.0444,0.0151,0.9648,0.02175,-0.01088,0.00113,72119.5,2774.1,39.920088,32.854073,2774.2,8.399,2,OK
12690,ASCENT,-1.0712,-0.019,0.9921,-0.01101,-0.0109,0.00655,72142.9,2775.1,39.920089,32.854093,2775.1,8.399,2,OK
12700,ASCENT,-1.1168,0.0034,0.9498,-0.00661,0.00133,0.00244,72156.1,2774.4,39.920107,32.854026,2774.4,8.399,2,OK
12710,ASCENT,-1.142,0.0208,1.0133,-0.02159,0.00286,-0.00195,72138.7,2775.3,39.920124,32.854077,2775.1,8.399,2,OK
12720,ASCENT,-1.1521,-0.0258,1.0284,0.00463,0.002,0.00816,72061.4,2776.1,39.920086,32.854079,2775.9,8.399,2,OK
12730,ASCENT,-1.0631,0.0263,1.0725,-0.0106,-0.00965,0.01124,72077.7,2777.0,39.920115,32.854085,2776.9,8.399,2,OK
12740,ASCENT,-1.1018,0.0759,0.9847,0.0144,0.00986,0.00145,72065.8,2776.7,39.920072,32.854101,2776.6,8.399,2,OK
12750,ASCENT,-1.1959,0.0122,0.8707,-0.01735,-0.00264,0.01356,72080.9,2779.0,39.920095,32.854071,2779.1,8.399,2,OK
12760,ASCENT,-1.0541,-0.0419,1.0691,-0.00401,-0.01815,-0.0036,72005.7,2778.4,39.920106,32.854118,2778.6,8.399,2,OK
12770,ASCENT,-1.0799,0.026,0.9468,0.00097,0.0009,-0.00559,72071.9,2779.7,39.920049,32.854092,2779.7,8.399,2,OK
12780,ASCENT,-1.0992,-0.0557,1.0773,-0.01967,-0.00054,0.01229,72120.1,2780.2,39.920118,32.854063,2780.3,8.399,2,OK
12790,ASCENT,-1.1724,-0.0246,1.0216,0.01778,0.00434,-0.00619,72040.7,2780.5,39.920125,32.854102,2780.5,8.399,2,OK
12800,ASCENT,-1.2275,0.0873,1.0366,-0.00642,-0.0024,-0.00045,72106.7,2781.5,39.92011,32.854146,2781.4,8.399,2,OK
12810,ASCENT,-1.0694,-0.0077,0.9565,-0.00807,-0.00917,0.00367,72094.3,2781.1,39.920113,32.854063,2781.0,8.399,2,OK
12820,ASCENT,-1.1527,0.0848,1.1012,0.00289,0.00986,0.00868,72151.0,2782.0,39.920071,32.854095,2781.9,8.399,2,OK
12830,ASCENT,-1.1465,-0.0087,1.1043,0.02995,0.01905,0.02358,72074.6,2782.4,39.920108,32.8541,2782.4,8.399,2,OK
12840,ASCENT,-1.1363,0.0182,0.9705,-0.00143,-0.00372,0.0111,72116.4,2782.7,39.920106,32.854097,2782.7,8.399,2,OK
12850,ASCENT,-1.0956,0.0496,0.9241,-0.00537,0.01385,0.00221,71981.0,2782.9,39.920082,32.854074,2783.0,8.399,2,OK
12860,ASCENT,-1.1645,0.0325,0.9958,0.00341,0.00163,-0.01711,72080.7,2783.9,39.920143,32.854076,2783.8,8.399,2,OK
12870,ASCENT,-1.097,0.0302,1.0198,-0.00742,-0.00143,0.01708,72030.2,2783.6,39.920066,32.854105,2783.7,8.399,2,OK
12880,ASCENT,-1.1169,0.0165,1.0358,-0.02876,-0.00077,-0.01078,72113.2,2784.4,39.92009,32.854167,2784.3,8.399,2,OK
12890,ASCENT,-1.0725,0.0154,0.9929,-0.00304,0.00179,0.00642,72024.6,2786.2,39.920089,32.854082,2786.3,8.399,2,OK
12900,ASCENT,-1.2051,-0.0415,0.9983,0.00515,-0.00175,0.01397,72033.9,2786.3,39.920131,32.854042,2786.3,8.399,2,OK
12910,ASCENT,-1.0796,-0.013,1.0239,0.01186,0.00762,-0.00061,72015.3,2786.7,39.920104,32.854128,2786.7,8.399,2,OK
12920,ASCENT,-1.0611,0.0617,1.0352,-0.00461,0.00512,0.00469,72095.4,2787.2,39.920055,32.854153,2787.4,8.399,2,OK
12930,ASCENT,-1.0791,0.0003,1.0317,0.00721,0.00627,0.00898,71964.8,2787.8,39.920122,32.854165,2787.8,8.399,2,OK
12940,ASCENT,-1.1541,-0.032,1.082,-0.00099,0.01171,0.01651,72017.8,2787.9,39.92012,32.85407,2787.9,8.399,2,OK
12950,ASCENT,-1.1328,0.0262,1.0111,0.01753,0.00554,0.0071,71992.2,2789.2,39.920072,32.854162,2789.2,8.399,2,OK
12960,ASCENT,-1.1454,-0.0548,0.9676,-0.00878,-0.00303,-0.02293,72041.2,2788.4,39.920109,32.854062,2788.5,8.399,2,OK
12970,ASCENT,-1.0707,-0.0162,1.128,-0.00759,0.00227,0.00781,71917.7,2789.0,39.920084,32.854127,2789.0,8.399,2,OK
12980,ASCENT,-1.0608,-0.0044,1.0161,0.0023,0.00796,-0.01145,71928.9,2789.9,39.920093,32.854152,2789.9,8.399,2,OK
12990,ASCENT,-1.1399,-0.0648,0.9277,0.00312,0.00026,-0.00532,71941.3,2790.6,39.920123,32.854075,2790.6,8.399,2,OK
13000,ASCENT,-1.071,-0.1311,0.9128,-0.00341,-0.00108,-0.00352,72019.6,2791.2,39.920079,32.854072,2791.2,8.399,2,OK
13010,ASCENT,-1.1288,-0.0753,0.9704,0.02005,-0.00538,-0.0048,71979.5,2791.0,39.920107,32.854069,2791.1,8.399,2,OK
13020,ASCENT,-1.0619,0.0122,1.0729,0.00116,9e-05,-0.00458,71986.3,2791.7,39.920122,32.854076,2791.7,8.399,2,OK
13030,ASCENT,-1.0862,-0.0462,1.0017,-0.00901,-0.00496,-0.01194,71913.7,2792.3,39.92012,32.854117,2792.3,8.399,2,OK
13040,ASCENT,-1.2055,-0.0381,1.031,0.00325,0.01263,-0.00568,72017.2,2792.7,39.920104,32.854091,2792.9,8.399,2,OK
13050,ASCENT,-1.1127,0.0663,1.0012,0.00676,0.0088,0.0055,71983.4,2793.9,39.920115,32.854074,2794.1,8.399,2,OK
13060,ASCENT,-1.0872,-0.0049,1.0068,0.00342,-0.00956,-0.00029,71890.6,2794.7,39.920077,32.85413,2794.7,8.399,2,OK
13070,ASCENT,-1.0512,-0.026,0.9826,0.0134,-0.01701,-0.01194,72021.8,2793.8,39.920083,32.854089,2793.6,8.399,2,OK
13080,ASCENT,-1.0585,-0.0054,0.9836,0.00147,-0.00992,0.00655,71920.8,2795.4,39.92012,32.854096,2795.5,8.399,2,OK
13090,ASCENT,-1.156,0.0652,0.9712,-0.00586,-0.00133,-0.00356,71984.6,2795.4,39.920049,32.854066,2795.5,8.399,2,OK
13100,ASCENT,-1.1538,0.0663,0.9496,0.00875,0.01723,-0.00886,71992.7,2796.0,39.920103,32.854039,2796.0,8.399,2,OK
13110,ASCENT,-1.164,0.0595,1.0167,0.00579,0.00162,0.00297,71940.6,2796.6,39.92008,32.85407,2796.6,8.399,2,OK
13120,ASCENT,-1.0786,0.0172,0.8909,-0.00769,-0.01344,-0.0073,71933.5,2797.1,39.92015,32.854117,2797.3,8.399,2,OK
13130,ASCENT,-1.0453,-0.0537,0.9994,-0.00628,-0.01001,0.00417,71848.1,2796.9,39.92007,32.854092,2796.8,8.399,2,OK
13140,ASCENT,-1.0691,-0.033,0.9712,0.00656,0.00889,0.00353,72006.8,2798.5,39.920087,32.854152,2798.5,8.399,2,OK
13150,ASCENT,-1.0633,-0.0483,0.9109,0.00879,0.02069,-0.00258,71990.1,2798.8,39.920106,32.854099,2798.8,8.399,2,OK
13160,ASCENT,-1.0545,0.0214,0.9203,0.00898,-0.01285,0.00619,71854.4,2799.3,39.920084,32.854175,2799.3,8.399,2,OK
13170,ASCENT,-1.0578,-0.096,0.9542,0.00321,-0.00813,0.00707,71777.6,2799.5,39.92011,32.85409,2799.6,8.399,2,OK
13180,ASCENT,-1.0596,-0.0395,0.982,0.01338,-0.00153,-0.01225,71950.9,2799.5,39.920095,32.854092,2799.6,8.399,2,OK
13190,ASCENT,-1.2087,0.0121,0.922,0.01016,0.00163,0.00389,71833.3,2800.6,39.920108,32.854132,2800.7,8.399,2,OK
13200,ASCENT,-1.0708,-0.0008,1.0641,0.0113,-0.00951,-0.00046,71938.8,2801.0,39.920055,32.854022,2801.0,8.399,2,OK
13210,ASCENT,-1.0881,0.0618,1.008,0.00652,-0.01176,0.00915,71859.1,2801.5,39.920104,32.854095,2801.6,8.399,2,OK
13220,ASCENT,-1.0843,-0.0469,0.9551,0.00801,0.00592,-0.00765,71846.6,2801.9,39.920057,32.854079,2801.9,8.399,2,OK
13230,ASCENT,-1.0877,-0.0491,1.0822,-0.01931,-0.00452,-0.01071,71859.0,2802.2,39.920116,32.854109,2802.1,8.399,2,OK
13240,ASCENT,-1.0948,0.1216,0.9494,-0.00094,0.00181,-0.00519,71762.8,2803.0,39.920115,32.854083,2803.0,8.399,2,OK
13250,ASCENT,-1.1574,0.0397,0.9193,0.0135,-0.00211,-0.00528,71852.9,2803.1,39.920068,32.854106,2803.0,8.399,2,OK
13260,ASCENT,-1.068,-0.0106,0.9265,0.02193,0.00662,-0.00692,71935.4,2804.6,39.920064,32.854074,2804.6,8.399,2,OK
13270,ASCENT,-1.0983,-0.0687,1.0584,0.004,-0.00076,-0.00668,71804.5,2804.6,39.920107,32.854101,2804.7,8.399,2,OK
13280,ASCENT,-1.1179,0.0218,0.9569,-0.00767,0.00537,-0.01103,71903.8,2804.2,39.920096,32.854134,2804.2,8.399,2,OK
13290,ASCENT,-1.0848,0.0653,0.9685,-0.00987,0.00761,0.01377,71855.3,2805.7,39.92012,32.854126,2805.7,8.399,2,OK
13300,ASCENT,-1.0873,-0.0343,0.92,0.00143,-0.00041,0.00762,71916.6,2806.2,39.920138,32.854073,2806.1,8.399,2,OK
13310,ASCENT,-1.0227,0.0242,1.0183,0.00555,0.01252,0.0143,71816.7,2806.5,39.920072,32.854119,2806.4,8.399,2,OK
13320,ASCENT,-1.1766,0.016,0.9537,-0.02062,-0.00531,-0.00514,71802.7,2807.1,39.920112,32.854055,2807.1,8.399,2,OK
13330,ASCENT,-0.9862,-0.1397,0.9562,-0.00656,-0.00365,-0.00663,71779.6,2806.6,39.920122,32.854142,2806.6,8.399,2,OK
13340,ASCENT,-1.1468,0.0115,1.0198,0.00309,-0.01054,0.01193,71917.1,2807.4,39.920111,32.854169,2807.5,8.399,2,OK
13350,ASCENT,-1.1262,0.0266,0.9705,0.00833,0.00039,0.00839,71879.0,2807.5,39.920114,32.854142,2807.6,8.399,2,OK
13360,ASCENT,-1.0979,-0.0145,0.9809,-0.01862,-0.01227,0.00406,71845.3,2808.8,39.920131,32.854114,2808.7,8.399,2,OK
13370,ASCENT,-1.0808,0.0236,0.9697,-0.00178,0.01414,0.01381,71823.5,2809.0,39.920061,32.85416,2809.1,8.399,2,OK
13380,ASCENT,-1.2026,-0.0064,0.9774,-0.00232,0.00619,-0.00774,71826.1,2809.1,39.920136,32.854128,2809.2,8.399,2,OK
13390,ASCENT,-1.0136,0.1011,1.0228,0.00832,-0.00038,-0.0021,71809.7,2809.5,39.920115,32.854115,2809.7,8.399,2,OK
13400,ASCENT,-1.1624,-0.0611,1.0136,0.00417,-0.01445,-0.00746,71839.1,2809.5,39.920132,32.854057,2809.6,8.399,2,OK
13410,ASCENT,-1.1205,-0.0536,1.0771,-0.00118,-0.01007,0.00148,71829.5,2810.1,39.920074,32.854071,2810.1,8.399,2,OK
13420,ASCENT,-0.9773,-0.0298,1.0584,-0.02164,0.00087,-0.00487,71732.8,2810.2,39.920085,32.854102,2810.3,8.399,2,OK
13430,ASCENT,-1.0394,-0.0353,1.0348,0.01033,-0.00148,-0.00929,71819.4,2811.8,39.920133,32.854076,2811.7,8.399,2,OK
13440,ASCENT,-1.1067,0.0627,1.1028,-0.00613,0.00867,-0.00109,71778.2,2812.2,39.920123,32.854088,2812.1,8.399,2,OK
13450,ASCENT,-1.0845,-0.0745,0.9724,0.02062,0.00399,0.00143,71898.0,2812.6,39.920041,32.854108,2812.6,8.399,2,OK
13460,ASCENT,-1.0781,0.0094,0.9343,0.00381,0.00716,-0.00542,71849.8,2813.9,39.920123,32.854129,2813.9,8.399,2,OK
13470,ASCENT,-1.0066,-0.0285,1.0287,0.00838,-0.00077,-0.00567,71725.3,2814.3,39.920075,32.854053,2814.2,8.399,2,OK
13480,ASCENT,-1.0207,0.0248,0.9404,0.02218,0.01375,0.00354,71763.5,2813.5,39.920081,32.854103,2813.5,8.399,2,OK
13490,ASCENT,-1.157,0.0119,0.9789,-0.01562,-0.00083,-0.00323,71816.0,2814.7,39.920121,32.854135,2814.9,8.399,2,OK
13500,ASCENT,-1.0289,-0.095,0.9566,0.00231,-0.00791,0.00606,71826.8,2815.3,39.920144,32.854041,2815.2,8.399,2,OK
13510,ASCENT,-1.033,0.0016,0.9033,-0.00772,-0.00112,-0.00716,71890.4,2815.0,39.920093,32.85411,2815.0,8.399,2,OK
13520,ASCENT,-1.1069,0.0222,0.9946,-0.00172,-0.00218,0.00509,71784.2,2816.0,39.920109,32.854103,2815.8,8.399,2,OK
13530,ASCENT,-1.0583,0.014,1.0586,0.0051,0.00322,0.00947,71774.9,2816.0,39.920083,32.854139,2815.8,8.399,2,OK
13540,ASCENT,-1.0814,-0.039,1.003,0.00434,-0.01048,0.00636,71716.9,2815.7,39.920058,32.854129,2815.7,8.399,2,OK
13550,ASCENT,-1.0082,0.0305,0.9957,0.01307,0.02082,-0.00431,71762.2,2817.5,39.920109,32.854109,2817.5,8.399,2,OK
13560,ASCENT,-1.0047,-0.0121,0.9608,0.0024,-0.00044,-0.00717,71740.5,2817.6,39.920125,32.854053,2817.5,8.399,2,OK
13570,ASCENT,-1.1131,-0.0295,0.9951,-0.0021,-0.01029,0.00773,71642.6,2818.6,39.920058,32.854135,2818.8,8.399,2,OK
13580,ASCENT,-1.0399,-0.0431,0.9911,0.00315,-0.00719,0.01001,71820.4,2818.8,39.920139,32.8541,2819.1,8.399,2,OK
13590,ASCENT,-1.0533,-0.0765,0.9533,0.01377,0.00487,-0.00613,71717.3,2818.8,39.920122,32.854069,2818.8,8.399,2,OK
13600,ASCENT,-1.1224,-0.0148,1.0427,0.00054,0.00408,-0.01185,71834.8,2819.7,39.920066,32.854112,2819.6,8.399,2,OK
13610,ASCENT,-1.0175,-0.0614,1.0373,-0.01362,-0.01331,9e-05,71741.2,2819.8,39.920088,32.854132,2819.7,8.399,2,OK
13620,ASCENT,-1.0684,0.0591,0.967,-0.01688,-0.02019,-0.00176,71663.9,2820.1,39.920077,32.854154,2820.2,8.399,2,OK
13630,ASCENT,-1.1009,-0.0313,0.9831,0.01091,0.01181,-0.00735,71713.9,2820.8,39.920073,32.85409,2820.7,8.399,2,OK
13640,ASCENT,-1.0007,-0.0324,1.0608,-0.01114,-0.00148,-0.00059,71729.5,2820.6,39.920081,32.854081,2820.6,8.399,2,OK
13650,ASCENT,-1.1808,-0.037,1.0986,-0.00506,0.02339,0.00938,71577.2,2821.1,39.920119,32.854101,2821.1,8.399,2,OK
13660,ASCENT,-1.1348,0.0353,0.982,-0.01519,0.00091,-0.01112,71665.6,2822.4,39.920092,32.854176,2822.4,8.399,2,OK
13670,ASCENT,-1.0479,0.0626,1.0262,-0.03377,-0.00259,-0.01273,71751.1,2822.9,39.92011,32.854058,2823.0,8.399,2,OK
13680,ASCENT,-0.9865,0.0254,1.0704,0.00608,0.01443,0.00178,71724.3,2822.7,39.920139,32.854136,2822.7,8.399,2,OK
13690,ASCENT,-1.0359,0.0018,0.9291,0.00373,0.02154,-0.00313,71808.4,2823.6,39.920123,32.854077,2823.6,8.399,2,OK
13700,ASCENT,-1.0044,-0.1385,0.9965,-0.01015,-0.037,-0.00726,71660.4,2823.6,39.920073,32.854101,2823.6,8.399,2,OK
13710,ASCENT,-1.0071,-0.0436,0.9894,0.01113,-0.00824,0.00596,71782.5,2824.1,39.920111,32.854075,2824.2,8.399,2,OK
13720,ASCENT,-1.0952,0.0268,0.9242,0.00255,-0.00637,-0.01516,71743.1,2824.3,39.920133,32.854133,2824.3,8.399,2,OK
13730,ASCENT,-1.07,-0.0453,1.0701,0.01077,-0.0108,0.00053,71667.3,2824.7,39.920086,32.854149,2824.7,8.399,2,OK
13740,ASCENT,-1.0633,0.0054,1.0736,-0.01148,-0.01519,0.00062,71689.2,2825.9,39.920118,32.854052,2825.8,8.399,2,OK
13750,ASCENT,-1.0813,0.0666,1.007,-0.01513,0.00376,0.01859,71726.6,2826.0,39.920087,32.854069,2826.0,8.399,2,OK
13760,ASCENT,-0.9606,0.0433,0.9228,0.01426,-0.01124,0.00349,71667.2,2826.4,39.920079,32.854095,2826.3,8.399,2,OK
13770,ASCENT,-1.0449,-0.0284,0.9349,-0.01545,-0.00082,-0.00258,71692.0,2827.1,39.920101,32.854118,2827.1,8.399,2,OK
13780,ASCENT,-1.0604,0.0099,0.9984,0.01093,0.00602,0.00299,71711.0,2827.3,39.920138,32.854116,2827.3,8.399,2,OK
13790,ASCENT,-1.0238,0.0076,1.0482,-0.00257,-0.00034,-0.00056,71594.6,2827.7,39.920115,32.854075,2827.6,8.399,2,OK
13800,ASCENT,-1.1221,0.0051,1.0682,0.0031,0.00394,0.01007,71658.3,2828.6,39.920117,32.854113,2828.6,8.399,2,OK
13810,ASCENT,-1.0612,0.0292,1.0549,-0.00309,-0.02092,0.01018,71733.5,2827.8,39.920131,32.854092,2827.8,8.399,2,OK
13820,ASCENT,-1.0216,0.1444,1.0291,-0.00936,-0.01675,-0.00288,71657.1,2828.7,39.920062,32.854123,2828.6,8.399,2,OK
13830,ASCENT,-1.0245,-0.0482,1.0436,0.00152,0.01468,0.00083,71586.8,2828.8,39.920097,32.854127,2828.9,8.399,2,OK
13840,ASCENT,-1.0102,-0.0391,0.9747,-0.01269,0.0201,0.00439,71719.2,2829.5,39.920065,32.854095,2829.7,8.399,2,OK
13850,ASCENT,-0.9482,0.0653,1.0001,-0.00488,-0.00115,-0.00987,71629.1,2829.9,39.920146,32.854121,2830.1,8.399,2,OK
13860,ASCENT,-1.131,0.0746,0.9266,-0.00245,-0.01198,-0.01394,71608.0,2831.3,39.920105,32.854097,2831.3,8.399,2,OK
13870,ASCENT,-1.0853,0.0709,0.939,0.00989,0.00475,-0.00625,71650.5,2830.8,39.920101,32.854117,2830.7,8.399,2,OK
13880,ASCENT,-1.1659,0.0183,0.9646,0.01169,-0.00108,-0.01186,71624.4,2830.6,39.920057,32.854163,2830.7,8.399,2,OK
13890,ASCENT,-0.983,-0.0435,0.9797,0.01766,-0.00828,-0.0021,71633.2,2831.3,39.920135,32.854046,2831.2,8.399,2,OK
13900,ASCENT,-1.032,0.0854,1.0466,-0.00068,0.00607,-0.02387,71647.5,2831.9,39.920098,32.854144,2832.0,8.399,2,OK
13910,ASCENT,-1.0271,0.0027,0.9582,0.00787,-0.00505,-0.00581,71565.2,2832.7,39.920076,32.854137,2832.7,8.399,2,OK
13920,ASCENT,-1.0252,-0.0702,1.0452,-0.0086,-0.01244,0.00639,71564.0,2833.2,39.920125,32.854172,2833.3,8.399,2,OK
13930,ASCENT,-1.0519,-0.0028,0.9371,-0.00769,-0.01428,0.00235,71567.0,2833.2,39.920122,32.854063,2833.1,8.399,2,OK
13940,ASCENT,-1.0208,0.0116,0.9901,0.00144,0.0056,0.00318,71542.1,2833.7,39.92011,32.854119,2833.8,8.399,2,OK
13950,ASCENT,-1.0211,-0.0216,0.9369,-0.00291,0.00221,-0.01826,71504.9,2833.8,39.920155,32.854107,2833.8,8.399,2,OK
13960,ASCENT,-1.0363,-0.0782,1.0623,-0.00066,-0.00119,-0.03103,71614.6,2833.8,39.920132,32.854126,2833.8,8.399,2,OK
13970,ASCENT,-1.0159,0.1091,0.9264,-0.00421,-0.00759,-0.00365,71583.3,2835.2,39.9201,32.854102,2835.0,8.399,2,OK
13980,ASCENT,-1.0851,-0.0116,0.9963,-0.01322,-0.00793,0.01711,71611.2,2836.0,39.920058,32.854111,2836.0,8.399,2,OK
13990,ASCENT,-1.094,-0.032,1.0683,0.00882,-0.00285,0.00352,71694.9,2835.8,39.920124,32.854129,2835.8,8.399,2,OK
14000,ASCENT,-0.996,-0.0415,1.0419,-0.02096,-0.00922,0.00363,71485.9,2835.1,39.920093,32.854117,2835.2,8.399,2,OK
